"pctgood","acres","exval","occupancy","location"
"78","0.14","3700","1","47 STUYVESANT AV"
"78","0.14",NA,"1","53 STUYVESANT AV"
"68","0.14",NA,"1","57 STUYVESANT AV"
"68","0.14",NA,"2","61 STUYVESANT AV"
"78","0.14",NA,"1","65 STUYVESANT AV"
"68","0.14","3200","2","71 STUYVESANT AV"
"78","0.15","3700","1","75 STUYVESANT AV"
"78","0.31","3700","1","87 STUYVESANT AV"
"90","0.15",NA,"1","88 HYDE ST"
"68","0.14",NA,"1","82 HYDE ST"
"78","0.13","3700","1","74 HYDE ST"
"68","0.11",NA,"1","76 GIRARD AV"
"78","0.18","3700","1","70 GIRARD AV"
"78","0.31","3700","1","64 GIRARD AV"
"68","0.14","3200","1","56 GIRARD AV"
"89","0.15","4200","1","52 GIRARD AV"
"78","0.14",NA,"1","48 GIRARD AV"
"78","0.14",NA,"1","44 GIRARD AV"
"78","0.14","2400","2","38 GIRARD AV"
"78","0.14",NA,"1","32 GIRARD AV"
"68","0.29","3200","1","24 GIRARD AV"
"37","0.14",NA,"1","18 GIRARD AV"
"78","0.17","3700","1","483 TOWNSEND AV"
"78","0.17",NA,"1","487 TOWNSEND AV"
"78","0.17",NA,"1","493 TOWNSEND AV"
"68","0.17",NA,"1","497 TOWNSEND AV"
"68","0.46","3200","1","565 TOWNSEND AV"
"68","0.2","3200","1","255 FORT HALE RD"
"68","0.28","3200","1","267 FORT HALE RD"
"78","0.26","3700","1","287 FORT HALE RD"
"68","0.24","3200","1","303 FORT HALE RD"
NA,"0.54",NA,NA,"315 FORT HALE RD"
"78","0.44","3700","1","325 FORT HALE RD"
"90","0.41",NA,"1","339 FORT HALE RD"
"68","0.82","3200","1","355 FORT HALE RD"
"78","0.46","7300","1","369 FORT HALE RD"
"90","0.46",NA,"1","387 FORT HALE RD"
"68","0.16","3200","1","405 FORT HALE RD"
"86","0.16","4000","1","425 FORT HALE RD"
"68","0.16","3200","1","136 HYDE ST"
"68","0.19","3200","1","130 HYDE ST"
"78","0.18","3700","1","126 HYDE ST"
"84","0.18",NA,"1","120 HYDE ST"
"78","0.16",NA,"1","116 HYDE ST"
"72","0.15","3400","3","108 HYDE ST"
"68","0.23","3200","1","76 STUYVESANT AV"
NA,NA,NA,NA,NA
"68","0.13",NA,"1","72 STUYVESANT AV"
"68","0.14",NA,"2","68 STUYVESANT AV"
"78","0.16","3700","1","62 STUYVESANT AV"
"68","0.18","2400","3","58 STUYVESANT AV"
"78","0.19","3700","1","52 STUYVESANT AV"
"78","0.21","3700","1","48 STUYVESANT AV"
"78","0.22","3700","1","42 STUYVESANT AV"
"78","0.24","3700","1","38 STUYVESANT AV"
"78","0.53","3700","1","30 STUYVESANT AV"
"90","0.23","4200","1","16 STUYVESANT AV"
"68","0.17",NA,"1","14 STUYVESANT AV"
"66","0.17",NA,"1","511 TOWNSEND AV"
"68","0.17",NA,"1","519 TOWNSEND AV"
"68","0.17","3200","1","523 TOWNSEND AV"
"78","0.23",NA,"3","527 TOWNSEND AV"
"68","0.26","3200","1","535 TOWNSEND AV"
"68","0.26","3200","1","541 TOWNSEND AV"
"73","0.9","3400","3","551 TOWNSEND AV"
"78","0.16",NA,"2","555 TOWNSEND AV"
"68","0.15","3200","1","73 HYDE ST"
"68","0.11","3200","1","77 HYDE ST"
"68","0.14","3200","1","81 HYDE ST"
"68","0.16","3200","1","85 HYDE ST"
"76","0.14","3600","1","91 HYDE ST"
"78","0.15","3700","1","97 HYDE ST"
"68","0.29","3200","1","111 STUYVESANT AV"
"65","0.29",NA,"1","121 STUYVESANT AV"
"68","0.17",NA,"1","14 STEWART ST"
NA,"0.05",NA,NA,"STEWART ST"
"78","0.24","3700","1","112 GIRARD AV"
"68","0.27","3200","1","104 GIRARD AV"
"68","0.15","3200","1","5 STEWART ST"
"78","0.17","3700","1","21 STEWART ST"
"78","0.17",NA,"1","137 STUYVESANT AV"
"68","0.17","3200","1","143 STUYVESANT AV"
"85","0.24","4000","2","145 STUYVESANT AV"
"45","0.21","2100","1","204 BURR ST"
"68","0.17","3200","1","174 BURR ST"
"58","0.13",NA,"1","140 GIRARD AV"
"63","0.15",NA,"1","132 GIRARD AV"
"68","0.16","3200","1","105 HYDE ST"
"68","0.16","3200","1","109 HYDE ST"
"68","0.16",NA,"1","115 HYDE ST"
"78","0.8","3700","1","121 HYDE ST"
"68","0.17","3200","1","127 HYDE ST"
"68","0.16","3200","1","133 HYDE ST"
"78","0.17","3700","1","141 HYDE ST"
"68","0.16",NA,"1","471 FORT HALE RD"
NA,"0.08",NA,NA,"FORT HALE RD"
NA,NA,NA,NA,NA
"68","0.23",NA,"1","487 FORT HALE RD"
"78","0.15",NA,"1","495 FORT HALE RD"
"87","0.17","4100","1","54 STEWART ST"
"78","0.17",NA,"1","50 STEWART ST"
"78","0.21","3700","1","44 STEWART ST"
"78","0.26","3700","1","120 STUYVESANT AV"
"78","0.14",NA,"1","35 STEWART ST"
"78","0.14","3700","1","41 STEWART ST"
"78","0.14",NA,"3","43 STEWART ST"
"78","0.2",NA,"1","49 STEWART ST"
"78","0.2","3700","1","57 STEWART ST"
"68","0.25","3200","1","515 FORT HALE RD"
"68","0.23","3200","1","535 FORT HALE RD"
"68","0.16","6400","1","555 FORT HALE RD"
"73","0.14","6900","1","569 FORT HALE RD"
"58","0.15","2700","1","585 FORT HALE RD"
"58","0.24",NA,"2","230 BURR ST"
"68","0.18",NA,"1","226 BURR ST"
"58","0.15",NA,"1","220 BURR ST"
"58","0.13",NA,"1","210 BURR ST"
"63","0.21",NA,"1","150 STUYVESANT AV"
"68","0.21","3200","1","146 STUYVESANT AV"
"68","0.18",NA,"1","151 HYDE ST"
"78","0.15",NA,"1","159 HYDE ST"
"78","0.17","3700","1","165 HYDE ST"
"80","0.17","3800","1","119 HALL ST"
"68","0.34","3200","1","129 HALL ST"
"68","0.21",NA,"1","137 HALL ST"
"78","0.21",NA,"1","145 HALL ST"
"78","0.21","3700","1","151 HALL ST"
"68","0.21",NA,"1","155 HALL ST"
"86","0.21","4000","1","159 HALL ST"
"68","0.26",NA,"1","163 HALL ST"
"63","0.26",NA,"1","175 HALL ST"
"58","0.26",NA,"1","274 BURR ST"
"58","0.21",NA,"1","266 BURR ST"
"58","0.2",NA,"1","258 BURR ST"
"58","0.18",NA,"1","250 BURR ST"
"71","0.17",NA,"1","570 FORT HALE RD"
"68","0.4","6400","1","550 FORT HALE RD"
"68","0.2","3200","1","540 FORT HALE RD"
"68","0.2","3200","1","530 FORT HALE RD"
"78","0.2","3700","1","520 FORT HALE RD"
"78","0.2","3700","1","510 FORT HALE RD"
"68","0.16",NA,"1","488 FORT HALE RD"
"68","0.17",NA,"1","478 FORT HALE RD"
"68","0.17",NA,"1","468 FORT HALE RD"
"68","0.32","3200","1","120 HALL ST"
"68","0.31","3200","1","203 HYDE ST"
"78","0.24","3700","1","211 HYDE ST"
"80","0.22",NA,"1","296 BURR ST"
"62","0.19",NA,"1","292 BURR ST"
"62","0.23",NA,"1","286 BURR ST"
"81","0.26","3800","1","180 HALL ST"
NA,"0.35",NA,NA,"HALL ST"
"90","0.26",NA,"1","174 HALL ST"
"82","0.4","4200","1","180 TOWNSEND TER"
"68","0.28",NA,"1","166 HALL ST"
"68","0.32","3200","1","158 HALL ST"
"87","0.38","4100","1","177 TOWNSEND TER"
"77","0.7","3600","1","148 HALL ST"
"78","0.84","3700","1","136 HALL ST"
"68","0.14","3200","1","130 HALL ST"
"55","0.12",NA,"1","351 CONCORD ST"
"68","0.23",NA,"1","87 BURR ST"
"68","0.21",NA,"1","97 BURR ST"
"68","0.28",NA,"1","103 BURR ST"
"65","0.28",NA,"1","109 BURR ST"
"77","0.16","3600","1","1850 DEAN ST"
"63","0.14",NA,"1","1840 DEAN ST"
"63","0.14",NA,"1","1836 DEAN ST"
"58","0.15","2700","1","1832 DEAN ST"
"58","0.16",NA,"1","1820 DEAN ST"
"75","0.14",NA,"1","40 ELMER ST"
"78","0.13",NA,"1","34 ELMER ST"
"78","0.13",NA,"2","30 ELMER ST"
"83","0.13",NA,"2","24 ELMER ST"
"68","0.13",NA,"2","20 ELMER ST"
"68","0.13",NA,"1","4 ELMER ST"
"76","0.14",NA,"1","327 CONCORD ST"
"61","0.14","2900","1","331 CONCORD ST"
"68","0.14","6400","1","337 CONCORD ST"
"68","0.13","3200","1","341 CONCORD ST"
"68","0.13",NA,"1","349 CONCORD ST"
NA,"0.05",NA,NA,"BURR ST"
"66","0.22","3100","1","421 TOWNSEND AV"
"60","2.37","33600","4","385 TOWNSEND AV"
NA,"0.23",NA,NA,"CONCORD ST"
"78","0.2","3700","2","398 CONCORD ST"
"78","0.15","3700","1","396 CONCORD ST"
"68","0.15",NA,"1","388 CONCORD ST"
"68","0.35",NA,"1","66 BURR ST"
"68","0.22",NA,"1","54 BURR ST"
"80","0.23",NA,"1","60 BURR ST"
"68","0.33",NA,"2","44 BURR ST"
"68","0.29",NA,"1","34 BURR ST"
"68","0.15","3200","1","431 TOWNSEND AV"
"68","0.15",NA,"1","439 TOWNSEND AV"
"68","0.12",NA,"1","15 LEY ST"
"68","0.15",NA,"1","19 LEY ST"
"78","0.26","3700","2","25 LEY ST"
"68","0.11","3200","1","31 LEY ST"
"78","0.22","3700","1","37 LEY ST"
"78","0.13",NA,"2","45 LEY ST"
"78","0.13",NA,"1","51 LEY ST"
"78","0.15",NA,"1","57 LEY ST"
"90","0.2",NA,"2","63 LEY ST"
"68","0.13",NA,"1","71 LEY ST"
"78","0.17","3700","1","77 LEY ST"
"90","0.23","4200","1","81 LEY ST"
"78","0.23",NA,"1","89 LEY ST"
"78","0.18",NA,"1","95 LEY ST"
"65","0.18",NA,"2","110 BURR ST"
"68","0.21","3200","1","106 BURR ST"
"78","0.33","3700","1","104 BURR ST"
"88","0.22",NA,"1","100 BURR ST"
"78","0.09",NA,"1","375 CONCORD ST"
"78","0.2",NA,"1","383 CONCORD ST"
"60","0.34","4600","2","473 TOWNSEND AV"
"68","0.19","3200","1","17 GIRARD AV"
"68","0.15",NA,"1","23 GIRARD AV"
"95","0.17",NA,"1","27 GIRARD AV"
"68","0.25","3200","1","33 GIRARD AV"
"68","0.24","3200","1","35 GIRARD AV"
"68","0.25","3200","1","37 GIRARD AV"
"68","0.25","3200","1","47 GIRARD AV"
"68","0.25","3200","1","51 GIRARD AV"
"68","0.26","3200","1","57 GIRARD AV"
NA,"0.03",NA,NA,"GIRARD AV"
"83","0.25",NA,"1","63 GIRARD AV"
"68","0.23","3200","1","69 GIRARD AV"
"68","0.2","3200","1","75 GIRARD AV"
"68","0.25","3200","1","79 GIRARD AV"
"68","0.23",NA,"1","89 GIRARD AV"
"68","0.14",NA,"1","95 GIRARD AV"
"68","0.14","3200","1","99 GIRARD AV"
"55","0.21","2600","1","105 GIRARD AV"
"68","0.2","3200","1","115 GIRARD AV"
"68","0.13",NA,"1","119 GIRARD AV"
"63","0.16",NA,"1","125 GIRARD AV"
"63","0.29",NA,"1","133 GIRARD AV"
NA,"0.94",NA,NA,"118 BURR ST"
"78","0.31",NA,"1","100 LEY ST"
"78","0.29",NA,"1","94 LEY ST"
"78","0.53",NA,"1","90 LEY ST"
"78","0.24","3700","1","78 LEY ST"
"87","0.15",NA,"1","74 LEY ST"
"78","0.16",NA,"1","70 LEY ST"
"78","0.17",NA,"1","68 LEY ST"
"78","0.15",NA,"1","64 LEY ST"
"68","0.14","3200","1","54 LEY ST"
"87","0.17",NA,"1","48 LEY ST"
"78","0.1","3700","1","42 LEY ST"
"68","0.1","3200","1","38 LEY ST"
"68","0.1",NA,"1","34 LEY ST"
"53","0.19",NA,"1","26 LEY ST"
"68","0.16",NA,"2","24 LEY ST"
"68","0.16",NA,"1","20 LEY ST"
"68","0.12",NA,"2","445 TOWNSEND AV"
"68","0.14",NA,"2","449 TOWNSEND AV"
"68","0.27","3200","3","455 TOWNSEND AV"
"68","0.17","3200","1","461 TOWNSEND AV"
"65","107.61","15000","1","155 BURR ST"
"55","0.12",NA,"1","257 CONCORD ST"
"72","0.12","3400","1","15 ALFRED ST"
"68","0.12",NA,"2","19 ALFRED ST"
"68","0.12",NA,"1","23 ALFRED ST"
"68","0.18",NA,"1","29 ALFRED ST"
"65","0.17","3100","1","37 ALFRED ST"
NA,"0.12",NA,NA,"ALFRED ST"
"63","0.13","3000","1","47 ALFRED ST"
"73","0.11",NA,"1","50 NELSON ST"
"65","0.11",NA,"1","44 NELSON ST"
"65","0.23","3100","1","40 NELSON ST"
"78","0.11","3700","1","30 NELSON ST"
"78","0.13",NA,"1","26 NELSON ST"
"78","0.13",NA,"1","20 NELSON ST"
"68","0.15",NA,"1","16 NELSON ST"
"78","0.13","0","1","239 CONCORD ST"
"83","0.15","3900","2","245 CONCORD ST"
"68","0.13","3200","1","247 CONCORD ST"
"68","0.14",NA,"1","253 CONCORD ST"
NA,NA,NA,NA,NA
NA,"0.06",NA,NA,"MYRON ST"
"68","0.54","3200","1","25 MYRON ST"
"78","0.24","3700","1","33 MYRON ST"
"78","0.23","3700","1","37 MYRON ST"
"68","0.22",NA,"1","43 MYRON ST"
"68","0.23","3200","1","47 MYRON ST"
"78","0.24","3700","1","53 MYRON ST"
"78","0.24","3700","1","57 MYRON ST"
"68","0.22","3200","1","63 MYRON ST"
"68","0.14","3200","1","288 CONCORD ST"
"78","0.14","3700","1","280 CONCORD ST"
"68","0.15","3200","1","274 CONCORD ST"
"78","0.11","3700","1","270 CONCORD ST"
"68","0.08",NA,"1","264 CONCORD ST"
"68","0.08",NA,"1","260 CONCORD ST"
"84","0.08",NA,"2","256 CONCORD ST"
"68","0.21",NA,"1","58 FLORENCE AV"
"68","0.19",NA,"2","54 FLORENCE AV"
"68","0.2",NA,"1","52 FLORENCE AV"
"78","0.26",NA,"2","46 FLORENCE AV"
"68","0.2","3200","1","40 FLORENCE AV"
"68","0.16",NA,"1","4 DORCHESTER TER"
"68","0.09","3200","1","2 DORCHESTER TER"
"68","0.12","3200","1","34 FLORENCE AV"
"68","0.25","3200","1","26 FLORENCE AV"
"90","0.12",NA,"1","22 FLORENCE AV"
"78","0.05",NA,"1","18 FLORENCE AV"
"95","0.17","4500","1","255 TOWNSEND AV"
"68","0.1",NA,"1","261 TOWNSEND AV"
"68","0.27","3200","1","265 TOWNSEND AV"
"90","0.4","0","2","271 TOWNSEND AV"
"68","0.59",NA,"1","277 TOWNSEND AV"
"90","0.39","8500","1","291 TOWNSEND AV"
"68","0.28",NA,"1","295 TOWNSEND AV"
"72","0.54",NA,"1","293 TOWNSEND AV"
"68","0.35",NA,"2","299 TOWNSEND AV"
"68","0.11","3200","1","305 TOWNSEND AV"
"32","0.2",NA,"1","309 TOWNSEND AV"
"78","0.14",NA,"1","91 MYRON ST"
"78","0.13",NA,"1","95 MYRON ST"
"78","0.12",NA,"1","99 MYRON ST"
"68","0.12","3200","1","109 MYRON ST"
"82","0.12",NA,"1","105 MYRON ST"
"75","0.25","3500","1","115 MYRON ST"
"63","0.25",NA,"1","131 MYRON ST"
NA,"0.22",NA,NA,"ALFRED ST"
"65","0.21","6100","1","38 ALFRED ST"
"78","0.13","3700","1","32 ALFRED ST"
"68","0.13","3200","1","28 ALFRED ST"
"68","0.13",NA,"1","18 ALFRED ST"
"68","0.14","3200","1","16 ALFRED ST"
"68","0.14","3200","1","263 CONCORD ST"
"68","0.14",NA,"1","273 CONCORD ST"
"68","0.14",NA,"1","275 CONCORD ST"
"78","0.14",NA,"1","281 CONCORD ST"
"78","0.19",NA,"2","371 TOWNSEND AV"
"68","0.16",NA,"1","17 BURR ST"
"68","0.16",NA,"1","25 BURR ST"
"63","0.13",NA,"1","7 IRA ST"
"82","0.16",NA,"1","24 IRA ST"
"78","0.22",NA,"1","20 IRA ST"
"68","0.13",NA,"1","12 IRA ST"
"55","0.38","5200","1","2 IRA ST"
"68","0.28","3200","1","1A IRA ST"
"78","0.2",NA,"1","325 TOWNSEND AV"
"78","0.2",NA,"1","333 TOWNSEND AV"
NA,"0.04",NA,NA,"TOWNSEND AV"
"78","0.18","3700","1","343 TOWNSEND AV"
"68","0.39",NA,"1","341 TOWNSEND AV"
"68","0.2","3200","1","351 TOWNSEND AV"
"78","0.15",NA,"1","357 TOWNSEND AV"
"78","0.13",NA,"1","361 TOWNSEND AV"
"68","0.12",NA,"2","365 TOWNSEND AV"
"78","0.14",NA,"1","37 BURR ST"
"68","0.14",NA,"1","39 BURR ST"
"68","0.29",NA,"2","45 BURR ST"
"68","0.38","3200","2","55 BURR ST"
"45","0.15",NA,"2","65 BURR ST"
"78","0.12",NA,"2","346 CONCORD ST"
"68","0.12",NA,"1","338 CONCORD ST"
"68","0.21","3200","1","334 CONCORD ST"
"90","0.18",NA,"1","324 CONCORD ST"
"68","0.26","3200","1","320 CONCORD ST"
NA,"0.12",NA,NA,"CONCORD ST"
"78","0.1","3700","1","72 MYRON ST"
"78","0.32","7300","1","64 MYRON ST"
"68","0.64",NA,"1","60 MYRON ST"
NA,"0.03",NA,NA,"MYRON ST"
"82","0.23","3900","1","1 IRA ST"
"82","0.26","3900","1","1B IRA ST"
"82","0.23","3900","1","1C IRA ST"
"68","0.48",NA,"1","3 IRA ST"
"72","0.42",NA,"1","5 IRA ST"
"68","0.36",NA,"1","9 IRA ST"
NA,NA,NA,NA,NA
"78","0.21",NA,"1","21 IRA ST"
"86","0.21",NA,"1","23 IRA ST"
"68","0.29","3200","2","5 ELMER ST"
"78","0.13",NA,"1","7 ELMER ST"
"83","0.14",NA,"1","15 ELMER ST"
"68","0.26","3200","1","25 ELMER ST"
"75","0.27",NA,"1","35 ELMER ST"
"73","0.27","3400","1","1800 DEAN ST"
"63","0.12",NA,"1","1760 DEAN ST"
"63","0.09",NA,"1","130 MYRON ST"
NA,"0.01",NA,NA,"DEAN ST"
"63","0.09",NA,"1","124 MYRON ST"
"78","0.19",NA,"1","118 MYRON ST"
"78","0.2","3700","1","112 MYRON ST"
"68","0.14",NA,"1","106 MYRON ST"
"78","0.14","3700","1","100 MYRON ST"
"78","0.14",NA,"1","96 MYRON ST"
"68","0.14","3200","1","297 CONCORD ST"
"82","0.14",NA,"1","301 CONCORD ST"
"68","0.15",NA,"1","307 CONCORD ST"
NA,"0.02",NA,NA,"54 TOWNSEND AV"
NA,"2.19",NA,NA,"TOWNSEND AV"
"55","0.21","2600","1","197 TOWNSEND AV"
"68","0.2","3200","1","15 PARKER PL"
"68","0.09","2400","1","21 PARKER PL"
"68","0.09","3200","1","25 PARKER PL"
"68","0.1","3200","1","29 PARKER PL"
"78","0.1","3700","1","35 PARKER PL"
"78","0.1","3700","1","37 PARKER PL"
"78","0.1","3700","1","41 PARKER PL"
"78","0.1","3700","1","45 PARKER PL"
"78","0.11","3700","1","51 PARKER PL"
"90","0.12","4200","1","55 PARKER PL"
"68","0.12",NA,"1","52 BEECHER PL"
"68","0.11","3200","1","50 BEECHER PL"
"78","0.1","3700","1","46 BEECHER PL"
"95","0.1","4500","1","42 BEECHER PL"
"78","0.1","3700","1","38 BEECHER PL"
"78","0.2","3700","1","34 BEECHER PL"
"68","0.09",NA,"2","26 BEECHER PL"
"68","0.18","3200","1","18 BEECHER PL"
"68","0.11","3200","1","14 BEECHER PL"
"73","0.1",NA,"5","183 TOWNSEND AV"
"68","0.14",NA,"1","187 TOWNSEND AV"
"78","0.24","3700","1","201 CONCORD ST"
"68","0.15","3200","1","71 PARKER PL"
"78","0.19",NA,"2","73 PARKER PL"
"78","0.13",NA,"1","91 PARKER PL"
"75","0.14","3500","1","95 PARKER PL"
"65","0.14",NA,"1","103 PARKER PL"
"63","0.14","3000","1","107 PARKER PL"
"85","0.23","4000","1","40 ARDEN ST"
"65","0.13","3100","1","28 ARDEN ST"
"78","0.12","3700","1","24 ARDEN ST"
"68","0.16","3200","1","20 ARDEN ST"
"68","0.09",NA,"1","14 ARDEN ST"
"78","0.09","3700","1","12 ARDEN ST"
"68","0.09",NA,"1","173 CONCORD ST"
"68","0.09","3200","1","189 CONCORD ST"
"78","0.09","3700","1","193 CONCORD ST"
"78","0.09","3700","1","249 TOWNSEND AV"
"68","0.07","3200","1","19 FLORENCE AV"
"90","0.2","4200","1","25 FLORENCE AV"
"78","0.12",NA,"1","35 FLORENCE AV"
"68","0.15",NA,"1","37 FLORENCE AV"
"68","0.07","3200","1","41 FLORENCE AV"
"78","0.05",NA,"1","32 MANSION ST"
"78","0.15",NA,"1","30 MANSION ST"
"78","0.24",NA,"1","28 MANSION ST"
"78","0.1","3700","1","22 MANSION ST"
"78","0.1","3700","1","18 MANSION ST"
"78","0.09","3700","1","14 MANSION ST"
"93","0.07",NA,"1","8 MANSION ST"
"78","0.08",NA,"1","4 MANSION ST"
"78","0.15",NA,"1","28 PARKER PL"
NA,"0.09",NA,NA,"PARKER PL"
"68","0.31",NA,"1","24 PARKER PL"
NA,"0.07",NA,NA,"PARKER PL"
"78","0.1","3700","1","18 PARKER PL"
"68","0.18","3200","1","207 TOWNSEND AV"
"93","0.15","4400","1","211 TOWNSEND AV"
"68","0.15","3200","1","215 TOWNSEND AV"
"68","0.15","3200","2","219 TOWNSEND AV"
"68","0.23","3200","3","223 TOWNSEND AV"
"78","0.19","11000","1","225 TOWNSEND AV"
"68","0.23","3200","1","229 TOWNSEND AV"
"92","0.23","4300","1","235 TOWNSEND AV"
"78","0.18","3700","1","239 TOWNSEND AV"
"78","0.07",NA,"1","241 TOWNSEND AV"
"68","0.18","3200","2","245 TOWNSEND AV"
"78","0.14","3700","1","53 FLORENCE AV"
"78","0.09",NA,"1","57 FLORENCE AV"
"68","0.09","3200","1","61 FLORENCE AV"
"78","0.08","3700","1","65 FLORENCE AV"
"68","0.09","3200","1","69 FLORENCE AV"
"78","0.18","3700","1","236 CONCORD ST"
"78","0.09",NA,"1","230 CONCORD ST"
"68","0.11",NA,"2","224 CONCORD ST"
"68","0.11",NA,"1","220 CONCORD ST"
"68","0.22","3200","1","210 CONCORD ST"
"78","0.17","3700","3","50 PARKER PL"
"68","0.1","3200","1","11 MANSION ST"
"90","0.1","4200","1","15 MANSION ST"
"78","0.08","3700","1","25 MANSION ST"
"78","0.09","3700","1","27 MANSION ST"
"78","0.09",NA,"1","29 MANSION ST"
"78","0.09","3700","1","33 MANSION ST"
"68","0.1","3200","1","227 CONCORD ST"
"68","0.09",NA,"1","11 NELSON ST"
"78","0.12","3700","1","15 NELSON ST"
"78","0.56",NA,"2","23 NELSON ST"
"65","0.12",NA,"1","41 NELSON ST"
"73","0.12",NA,"1","47 NELSON ST"
"63","0.09","3000","1","1610 DEAN ST"
"65","0.12",NA,"1","110 PARKER PL"
"75","0.11","3500","1","100 PARKER PL"
"68","0.13",NA,"1","94 PARKER PL"
"78","0.13",NA,"1","80 PARKER PL"
"63","0.13","3000","1","76 PARKER PL"
"68","0.13","3200","1","74 PARKER PL"
"68","0.12","3200","1","72 PARKER PL"
"68","0.14","3200","1","68 PARKER PL"
"78","0.14",NA,"1","219 CONCORD ST"
"68","0.08","3200","1","223 CONCORD ST"
NA,"0.12",NA,NA,"168 TOWNSEND AV"
NA,"0.15",NA,NA,"TOWNSEND AV"
"90","0.11",NA,"1","154 TOWNSEND AV"
"90","0.08","4200","1","150 TOWNSEND AV"
"90","0.07","4200","1","146 TOWNSEND AV"
"90","0.1","4200","1","144 TOWNSEND AV"
"76","0.19","3600","1","138 TOWNSEND AV"
NA,"0.01",NA,NA,"TOWNSEND AV"
"63","0.21",NA,"5","126 TOWNSEND AV"
"68","0.07","3200","1","120 TOWNSEND AV"
"68","0.2",NA,"2","112 TOWNSEND AV"
"68","0.08","3200","1","110 TOWNSEND AV"
"93","0.1","4400","1","100 TOWNSEND AV"
"78","0.11",NA,"2","92 TOWNSEND AV"
"78","0.12","3700","2","90 TOWNSEND AV"
NA,"0.01",NA,NA,"TOWNSEND AV"
"78","0.13",NA,"1","88 TOWNSEND AV"
"90","0.16","4200","2","80 TOWNSEND AV"
"63","0.23",NA,"1","31 ALDEN ST"
"65","0.2","3100","1","25 ALDEN ST"
"63","0.27","3000","1","1366 DEAN ST"
"83","0.25",NA,"1","1340 DEAN ST"
"75","0.26","3500","1","1354 DEAN ST"
"79","0.24",NA,"1","1330 DEAN ST"
"63","0.2",NA,"1","1320 DEAN ST"
"73","0.18","3400","1","1310 DEAN ST"
"63","0.18",NA,"1","1294 DEAN ST"
"73","0.15","3400","1","1284 DEAN ST"
"73","0.15","3400","1","1274 DEAN ST"
"83","0.15",NA,"1","1264 DEAN ST"
"63","0.15",NA,"1","1254 DEAN ST"
"71","0.16","3300","1","1244 DEAN ST"
"73","0.17",NA,"1","1236 DEAN ST"
"63","0.15",NA,"1","1224 DEAN ST"
"61","0.19",NA,"1","50 MORRIS CSWY"
"65","0.19",NA,"1","44 MORRIS CSWY"
"65","0.21","3100","1","38 MORRIS CSWY"
"65","0.15",NA,"2","32 MORRIS CSWY"
"87","0.23",NA,"1","7 CONCORD ST"
"76","0.14",NA,"1","9 CONCORD ST"
"68","0.17",NA,"2","23 CONCORD ST"
"68","0.17",NA,"2","27 CONCORD ST"
"68","0.17","3200","1","31 CONCORD ST"
"78","0.17",NA,"1","37 CONCORD ST"
"78","0.17",NA,"1","43 CONCORD ST"
"68","0.17",NA,"1","49 CONCORD ST"
"68","0.17",NA,"1","55 CONCORD ST"
"68","0.17",NA,"1","61 CONCORD ST"
"68","0.17","3200","1","67 CONCORD ST"
"68","0.17",NA,"2","71 CONCORD ST"
"78","0.16",NA,"1","77 CONCORD ST"
"63","0.19","3000","1","81 CONCORD ST"
"68","0.15","3200","1","85 CONCORD ST"
"78","0.17",NA,"1","91 CONCORD ST"
"68","0.17",NA,"1","97 CONCORD ST"
"68","0.17","500","1","101 CONCORD ST"
"68","0.17","3200","1","107 CONCORD ST"
"78","0.17",NA,"1","109 CONCORD ST"
"68","0.15","3200","1","111 CONCORD ST"
"78","0.15","3700","1","121 CONCORD ST"
"68","0.1","3200","1","127 CONCORD ST"
"68","0.23","1600","2","17 ALDEN ST"
"68","0.11","3200","1","37 SHOREHAM RD"
"78","0.11","3700","1","80 CONCORD ST"
"68","0.53","3200","1","78 CONCORD ST"
"68","0.18",NA,"2","92 CONCORD ST"
"68","0.14",NA,"2","90 CONCORD ST"
"93","0.11",NA,"1","88 CONCORD ST"
"68","0.13","3200","1","87 TOWNSEND AV"
"68","0.13",NA,"1","89 TOWNSEND AV"
NA,"0.18",NA,NA,"TOWNSEND AV"
"60","0.1",NA,"1","99 TOWNSEND AV"
"68","0.22",NA,"3","105 TOWNSEND AV"
"78","0.18","3700","1","115 TOWNSEND AV"
"68","0.1",NA,"1","117 TOWNSEND AV"
"68","0.09",NA,"1","129 TOWNSEND AV"
"68","0.09","3200","1","17 SHOREHAM RD"
"78","0.12","3700","1","19 SHOREHAM RD"
"68","0.11","3200","2","25 SHOREHAM RD"
"83","0.11","3900","1","33 SHOREHAM RD"
"78","0.22","7300","2","51 BEECHER PL"
"68","0.18",NA,"2","156 CONCORD ST"
"78","0.14",NA,"2","150 CONCORD ST"
"78","0.17","3700","1","146 CONCORD ST"
"68","0.17","3200","1","140 CONCORD ST"
"68","0.17","3200","1","136 CONCORD ST"
"78","0.17","3700","1","132 CONCORD ST"
"78","0.11","3700","1","36 SHOREHAM RD"
"68","0.11","3200","1","32 SHOREHAM RD"
"78","0.11","3700","1","28 SHOREHAM RD"
"78","0.11","3700","1","22 SHOREHAM RD"
"68","0.13","3200","1","16 SHOREHAM RD"
"94","0.52",NA,"1","14 SHOREHAM RD"
"68","0.14","3200","1","139 TOWNSEND AV"
"68","0.14","3200","1","143 TOWNSEND AV"
"78","0.16","3700","1","147 TOWNSEND AV"
"78","0.17","3700","1","151 TOWNSEND AV"
